Report Date,Q2-2024,Q2-2024,Q2-2024,Q2-2024,Q4-2023,Q4-2023,Q4-2023,Q4-2023,Q2-2023,Q2-2023,Q2-2023,Q2-2023,Q4-2022,Q4-2022,Q4-2022,Q4-2022,Q2-2022,Q2-2022,Q2-2022,Q2-2022,Q4-2021,Q4-2021,Q4-2021,Q4-2021,Q2-2021,Q2-2021,Q2-2021,Q2-2021,Q4-2020,Q4-2020,Q4-2020,Q4-2020,Q4-2019,Q4-2019,Q4-2019,Q4-2019,Q2-2019,Q2-2019,Q2-2019,Q2-2019,Q4-2018,Q4-2018,Q4-2018,Q4-2018,Q2-2018,Q2-2018,Q2-2018,Q2-2018,Q4-2017,Q4-2017,Q4-2017,Q4-2017,Q2-2017,Q2-2017,Q2-2017,Q2-2017,Q4-2016,Q4-2016,Q4-2016,Q4-2016,Q2-2016,Q2-2016,Q2-2016,Q2-2016,Q4-2015,Q4-2015,Q4-2015,Q4-2015,Q2-2015,Q2-2015,Q2-2015,Q2-2015,Q4-2014,Q4-2014,Q4-2014,Q4-2014,Q2-2014,Q2-2014,Q2-2014,Q2-2014,Q4-2013,Q4-2013,Q4-2013,Q4-2013,Q2-2013,Q2-2013,Q2-2013,Q2-2013,Q4-2012,Q4-2012,Q4-2012,Q4-2012,Q2-2012,Q2-2012,Q2-2012,Q2-2012,Q3-2011,Q3-2011,Q3-2011,Q3-2011,Q2-2011,Q2-2011,Q2-2011,Q2-2011,Q4-2010,Q4-2010,Q4-2010,Q4-2010,Q2-2010,Q2-2010,Q2-2010,Q2-2010,Q4-2009,Q4-2009,Q4-2009,Q4-2009,Q2-2009,Q2-2009,Q2-2009,Q2-2009,Q4-2008,Q4-2008,Q4-2008,Q4-2008,Q2-2008,Q2-2008,Q2-2008,Q2-2008,Q2-2006,Q2-2006,Q2-2006,Q2-2006,Q3-2005,Q3-2005,Q3-2005,Q3-2005,Q2-2005,Q2-2005,Q2-2005,Q2-2005,Q3-2004,Q3-2004,Q3-2004,Q3-2004,Q2-2004,Q2-2004,Q2-2004,Q2-2004,Q3-2003,Q3-2003,Q3-2003,Q3-2003
2006,12.71,1.468,2.785,3.222,12.71,1.646,2.783,3.222,12.71,1.646,2.783,3.222,12.71,1.5,2.783,3.222,12.71,1.5,2.783,3.222,12.71,1.5,2.783,3.222,12.732,1.5,2.855,3.222,12.721,1.5,2.855,3.222,12.721,1.5,2.855,3.222,12.7,1.5,2.855,3.222,12.7,1.5,2.855,3.222,12.7,1.5,2.666,3.222,12.7,1.5,2.666,3.222,12.7,1.5,2.666,3.222,12.7,1.5,2.666,3.222,12.7,1.5,2.666,3.222,12.677,1.5,2.666,3.222,12.677,1.5,2.666,3.222,12.677,1.5,2.666,3.222,12.677,1.467,2.667,3.222,12.677,1.467,2.667,3.222,12.677,1.467,2.658,3.222,12.677,1.467,2.658,3.222,12.677,1.467,2.658,3.222,12.699,1.467,2.658,3.222,12.7,1.467,2.673,3.222,12.692,1.467,2.673,3.218,11.606,1.467,2.673,3.218,11.606,1.467,2.673,3.222,11.606,1.467,2.779,3.222,11.6,1.467,2.779,3.226,11.1,1.467,2.871,3.226,9.5,2.0,3.4,3.2,8.2,3.8,3.3,2.8,8.0,2.5,3.6,2.4,,,,,,,,,,,,
2007,14.247,4.772,2.004,2.871,14.247,4.818,2.011,2.871,14.247,4.818,2.011,2.871,14.247,4.8,2.011,2.871,14.247,4.8,2.011,2.871,14.247,4.8,2.011,2.871,14.088,4.8,1.876,2.871,14.253,4.8,1.876,2.871,14.253,4.8,1.876,2.871,14.2,4.8,1.876,2.871,14.2,4.8,1.876,2.871,14.2,4.8,1.779,2.871,14.2,4.8,1.779,2.871,14.2,4.8,1.779,2.871,14.2,4.8,1.779,2.871,14.2,4.8,1.779,2.871,14.162,4.8,1.779,2.871,14.2,4.8,1.779,2.871,14.2,4.8,1.779,2.871,14.162,4.767,1.79,2.871,14.162,4.767,1.79,2.871,14.162,4.767,1.913,2.871,14.162,4.767,1.913,2.871,14.162,4.767,1.913,2.871,14.199,4.767,1.913,2.867,14.2,4.767,1.947,2.867,14.191,4.767,1.947,2.87,13.016,4.767,2.141,2.87,13.012,4.767,2.141,2.86,13.012,4.767,2.028,2.86,11.9,4.767,2.028,2.858,11.4,4.752,2.189,2.858,9.0,2.2,3.3,2.5,,,,,,,,,,,,,,,,,,,,
2008,9.592,5.844,0.114,3.815,9.592,5.909,0.122,3.815,9.592,5.909,0.122,3.815,9.592,5.9,0.122,3.815,9.592,5.9,0.122,3.815,9.592,5.9,0.122,3.815,9.651,5.9,-0.137,3.815,9.65,5.9,-0.137,3.815,9.65,5.9,-0.137,3.815,9.6,5.9,-0.137,3.815,9.6,5.9,-0.137,3.815,9.6,5.9,-0.292,3.815,9.6,5.9,-0.292,3.815,9.6,5.9,-0.292,3.815,9.6,5.9,-0.292,3.815,9.6,5.9,-0.292,3.815,9.635,5.9,-0.292,3.815,9.635,5.9,-0.292,3.815,9.635,5.9,-0.292,3.815,9.635,5.9,-0.291,3.815,9.635,5.9,-0.291,3.815,9.635,5.9,-0.337,3.815,9.635,5.9,-0.337,3.815,9.635,5.9,-0.337,3.815,9.599,5.9,-0.337,3.817,9.6,5.9,0.0,3.817,9.595,5.9,0.0,3.816,9.554,5.9,0.439,3.816,9.007,5.92,0.439,3.798,9.047,5.852,1.111,3.798,9.739,6.428,1.572,4.224,9.272,5.857,0.517,3.018,,,,,,,,,,,,,,,,,,,,,,,,
2009,9.446,-0.692,-2.576,-0.32,9.446,-0.727,-2.6,-0.32,9.446,-0.727,-2.6,-0.32,9.446,-0.7,-2.6,-0.32,9.446,-0.7,-2.6,-0.32,9.446,-0.7,-2.6,-0.32,9.336,-0.7,-2.537,-0.32,9.401,-0.7,-2.537,-0.32,9.401,-0.7,-2.537,-0.32,9.2,-0.7,-2.537,-0.32,9.2,-0.7,-2.537,-0.32,9.2,-0.7,-2.776,-0.32,9.2,-0.7,-2.776,-0.32,9.2,-0.7,-2.776,-0.32,9.2,-0.7,-2.776,-0.32,9.2,-0.7,-2.776,-0.32,9.2,-0.7,-2.776,-0.32,9.214,-0.7,-2.776,-0.32,9.214,-0.7,-2.776,-0.32,9.214,-0.683,-2.802,-0.32,9.214,-0.683,-2.802,-0.32,9.214,-0.683,-3.069,-0.32,9.214,-0.683,-3.069,-0.321,9.214,-0.683,-3.486,-0.321,9.22,-0.683,-3.486,-0.327,9.2,-0.693,-2.633,-0.327,9.096,-0.693,-2.633,-0.324,8.735,-0.685,-2.44,-0.324,8.504,-0.055,-2.73,-0.391,6.52,0.05,-2.751,-0.935,9.25,4.336,0.055,1.844,9.461,3.647,0.561,1.988,,,,,,,,,,,,,,,,,,,,,,,,
2010,10.611,3.329,2.695,1.637,10.611,3.176,2.709,1.637,10.611,3.176,2.709,1.637,10.611,3.3,2.709,1.637,10.611,3.3,2.709,1.637,10.611,3.3,2.709,1.637,10.823,3.3,2.564,1.637,10.563,3.3,2.564,1.637,10.563,3.3,2.564,1.637,10.606,3.3,2.564,1.637,10.606,3.3,2.564,1.637,10.606,3.3,2.532,1.637,10.606,3.3,2.532,1.637,10.606,3.3,2.532,1.637,10.606,3.3,2.532,1.637,10.606,3.3,2.532,1.637,10.6,3.3,2.532,1.637,10.41,3.3,2.532,1.637,10.41,3.3,2.532,1.638,10.447,3.325,2.507,1.638,10.447,3.325,2.507,1.64,10.447,3.325,2.391,1.64,10.447,3.325,2.391,1.64,10.447,3.325,3.03,1.64,10.328,3.325,3.03,1.646,10.3,3.326,2.834,1.646,10.456,3.524,2.639,1.417,10.04,3.122,3.101,2.135,9.028,0.645,1.518,1.722,7.51,0.741,-0.049,-0.084,9.8,3.886,2.042,1.743,10.5,3.547,2.878,2.294,,,,,,,,,,,,,,,,,,,,,,,,
2011,9.551,5.416,1.564,3.14,9.551,5.534,1.55,3.14,9.551,5.534,1.55,3.14,9.551,5.4,1.55,3.14,9.551,5.4,1.55,3.14,9.551,5.4,1.55,3.14,9.467,5.4,1.551,3.14,9.5,5.4,1.551,3.14,9.5,5.4,1.551,3.14,9.5,5.4,1.551,3.14,9.5,5.4,1.551,3.14,9.5,5.4,1.602,3.14,9.5,5.4,1.602,3.14,9.5,5.4,1.602,3.14,9.5,5.4,1.602,3.14,9.457,5.4,1.602,3.14,9.5,5.4,1.602,3.143,9.3,5.4,1.602,3.143,9.3,5.4,1.602,3.142,9.3,5.417,1.847,3.142,9.3,5.417,1.847,3.141,9.295,5.417,1.808,3.141,9.237,5.417,1.808,3.142,9.237,5.417,1.735,3.142,9.473,5.498,1.527,2.987,9.593,4.985,2.758,2.173,9.589,2.708,2.313,0.958,9.908,2.371,2.55,1.737,9.733,1.45,2.768,1.778,10.249,1.45,3.53,0.698,10.0,3.436,3.144,2.098,10.0,3.547,3.74,2.413,,,,,,,,,,,,,,,,,,,,,,,,
2012,7.848,2.62,2.289,2.073,7.848,2.609,2.281,2.073,7.848,2.609,2.281,2.073,7.848,2.646,2.281,2.073,7.848,2.646,2.281,2.073,7.848,2.646,2.281,2.073,7.872,2.646,2.249,2.073,7.9,2.646,2.249,2.073,7.9,2.646,2.249,2.073,7.9,2.646,2.249,2.073,7.9,2.646,2.249,2.073,7.9,2.646,2.224,2.073,7.9,2.646,2.224,2.073,7.9,2.646,2.224,2.073,7.9,2.646,2.224,2.078,7.7,2.646,2.224,2.078,7.748,2.646,2.224,2.076,7.763,2.646,2.321,2.076,7.652,2.646,2.321,2.075,7.653,2.65,2.779,2.075,7.7,2.65,2.779,2.076,7.8,2.65,2.211,2.076,7.828,3.005,2.17,1.967,8.233,3.315,2.108,2.099,9.04,3.3,1.782,1.209,9.523,2.5,2.872,1.605,9.536,2.0,3.039,1.358,9.789,2.0,2.398,1.993,9.838,1.9,2.618,2.193,10.666,1.9,3.643,1.728,10.0,3.336,2.721,2.088,10.0,3.447,3.48,2.241,,,,,,,,,,,,,,,,,,,,,,,,
2013,7.771,2.627,2.118,1.466,7.771,2.568,1.842,1.466,7.771,2.568,1.842,1.466,7.771,2.624,1.842,1.466,7.771,2.624,1.842,1.466,7.771,2.624,1.842,1.466,7.772,2.624,1.842,1.466,7.8,2.624,1.842,1.466,7.8,2.624,1.842,1.466,7.8,2.624,1.842,1.466,7.8,2.624,1.842,1.466,7.8,2.624,1.677,1.466,7.8,2.624,1.677,1.465,7.8,2.624,1.677,1.465,7.8,2.624,1.677,1.467,7.7,2.624,1.489,1.467,7.685,2.624,1.489,1.464,7.751,2.624,2.219,1.464,7.7,2.624,2.219,1.464,7.671,2.633,1.878,1.464,7.6,2.735,1.56,1.392,8.038,3.013,1.851,1.828,8.231,3.013,2.116,1.769,8.792,3.039,2.372,1.869,9.487,3.0,2.538,0.903,9.475,2.0,2.723,1.403,9.493,2.0,2.902,1.58,9.661,2.0,2.504,2.148,9.767,1.9,2.494,2.251,10.33,1.9,3.28,2.131,10.0,3.336,2.28,2.086,10.0,3.447,3.162,2.23,,,,,,,,,,,,,,,,,,,,,,,,
2014,7.391,1.994,2.524,1.615,7.391,2.051,2.288,1.615,7.391,2.051,2.288,1.615,7.391,1.988,2.288,1.615,7.391,1.988,2.288,1.615,7.391,1.988,2.288,1.615,7.408,1.988,2.526,1.615,7.3,1.988,2.526,1.615,7.3,1.988,2.526,1.615,7.3,1.988,2.452,1.615,7.3,1.988,2.452,1.612,7.3,1.988,2.569,1.612,7.3,1.988,2.569,1.612,7.3,1.988,2.37,1.612,7.3,1.988,2.37,1.61,7.3,1.988,2.428,1.61,7.3,1.988,2.428,1.61,7.364,1.988,2.389,1.61,7.384,2.275,2.154,1.976,7.538,3.0,2.768,1.402,7.254,2.971,2.588,1.511,8.241,3.0,2.95,1.713,8.514,3.0,2.937,1.75,8.734,3.0,2.914,1.803,9.455,3.0,3.077,1.118,9.522,2.0,2.729,1.655,9.473,2.0,2.754,1.737,9.629,2.0,2.393,2.172,9.509,1.9,2.131,2.226,9.984,1.9,2.449,2.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,7.018,1.443,2.946,0.121,7.018,1.542,2.707,0.121,7.018,1.542,2.707,0.121,7.018,1.441,2.707,0.121,7.018,1.441,2.707,0.121,7.018,1.441,2.707,0.121,7.031,1.441,3.076,0.121,6.9,1.441,3.076,0.121,6.9,1.441,2.908,0.119,6.9,1.441,2.881,0.119,6.9,1.441,2.881,0.121,6.9,1.441,2.862,0.121,6.9,1.441,2.862,0.12,6.9,1.441,2.596,0.12,6.9,1.441,2.596,0.118,6.9,1.441,2.426,0.118,6.813,1.5,2.568,0.093,6.762,1.2,3.135,0.104,7.087,2.5,3.093,2.126,7.283,3.0,2.953,1.604,7.033,3.0,3.35,1.777,8.509,3.0,3.562,1.876,8.544,3.0,3.357,1.816,8.696,3.0,3.317,1.781,9.485,3.0,3.425,1.378,9.462,2.0,2.732,1.856,9.451,2.0,2.594,1.859,9.485,2.0,2.39,2.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,6.851,1.996,1.82,1.267,6.851,2.123,1.668,1.267,6.851,2.121,1.668,1.267,6.851,2.003,1.668,1.267,6.851,2.003,1.668,1.267,6.851,2.003,1.668,1.267,6.871,2.003,1.711,1.267,6.849,2.003,1.711,1.261,6.734,2.003,1.638,1.27,6.734,2.003,1.567,1.27,6.72,2.003,1.567,1.272,6.72,2.003,1.485,1.272,6.7,2.003,1.485,1.275,6.7,2.003,1.616,1.275,6.588,2.075,1.578,1.188,6.49,1.8,2.401,0.817,6.3,1.8,2.839,1.149,6.3,1.5,3.06,1.486,6.843,3.0,3.034,2.138,6.97,3.0,3.034,1.81,7.015,3.0,3.476,1.95,8.525,3.0,3.444,2.022,8.535,3.0,3.41,2.025,8.557,3.0,3.507,1.826,9.488,3.0,3.394,1.658,9.525,2.0,2.677,1.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6.947,1.579,2.458,2.131,6.947,1.521,2.242,2.131,6.947,1.521,2.242,2.131,6.947,1.558,2.255,2.131,6.947,1.558,2.255,2.131,6.947,1.558,2.255,2.137,6.946,1.558,2.333,2.137,6.947,1.558,2.333,2.138,6.757,1.558,2.37,2.136,6.757,1.558,2.217,2.136,6.856,1.558,2.217,2.139,6.856,1.558,2.273,2.139,6.765,1.766,2.181,2.106,6.582,2.4,2.307,2.654,6.171,2.3,2.199,2.336,6.2,2.0,2.502,1.538,6.0,2.2,2.797,1.842,6.0,2.0,2.662,2.373,6.632,3.0,2.95,2.209,6.761,3.0,2.906,1.986,6.968,3.0,3.364,2.139,8.503,3.0,3.34,2.197,8.5,3.0,3.329,2.099,8.476,3.0,3.334,2.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6.751,2.093,2.967,2.439,6.751,1.925,2.945,2.439,6.751,1.928,2.945,2.439,6.751,2.105,2.919,2.439,6.751,2.105,2.919,2.439,6.751,2.105,2.919,2.434,6.725,2.105,2.997,2.434,6.75,2.105,2.997,2.44,6.567,2.1,2.927,2.435,6.567,2.1,2.857,2.435,6.595,2.194,2.884,2.404,6.558,2.482,2.933,2.544,6.5,2.4,2.341,2.126,6.168,2.3,2.519,2.381,6.03,2.4,2.081,2.646,6.0,2.2,2.375,2.371,6.1,2.5,2.684,2.17,6.1,2.5,2.355,2.541,6.423,3.0,2.731,2.12,6.629,3.0,2.593,1.98,6.96,3.0,3.066,2.22,8.464,3.0,2.916,2.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5.951,2.905,2.467,1.813,5.951,2.902,2.295,1.813,5.951,2.902,2.295,1.813,5.951,2.903,2.289,1.811,5.951,2.903,2.289,1.811,5.951,2.903,2.289,1.812,5.822,2.903,2.161,1.812,6.11,2.903,2.161,1.812,6.139,2.305,2.35,1.818,6.267,2.278,2.331,1.998,6.176,2.378,2.541,2.147,6.408,2.613,2.66,2.436,6.3,2.5,1.907,2.614,6.0,2.6,2.121,2.637,6.0,2.6,1.924,2.521,6.0,2.6,2.134,2.487,6.333,3.0,2.224,2.284,6.333,3.0,2.039,2.331,6.333,3.0,2.562,1.988,6.52,3.0,2.218,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2.242,2.492,-2.214,1.249,2.242,2.487,-2.768,1.251,2.242,2.49,-2.768,1.251,2.244,2.392,-3.405,1.249,2.244,2.392,-3.405,1.249,2.342,2.39,-3.405,1.248,2.27,2.39,-3.505,1.248,1.851,2.92,-4.272,1.52,5.819,2.432,2.089,2.266,6.119,2.507,1.871,2.733,6.222,2.65,1.815,2.295,6.252,2.7,1.854,2.126,6.2,2.6,1.769,2.404,5.9,3.0,1.825,2.324,5.9,3.0,1.737,2.385,6.0,3.0,1.959,2.337,6.333,3.0,1.959,2.381,6.333,3.0,2.024,2.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8.45,0.918,5.8,4.682,8.45,0.853,5.947,4.683,8.45,0.853,5.947,4.683,8.08,0.853,5.671,4.685,8.08,0.853,5.677,4.685,8.015,1.066,5.973,4.284,8.437,1.188,6.386,2.264,8.237,2.679,3.078,2.765,5.9,2.8,1.746,2.431,6.0,2.8,1.766,2.271,6.0,2.8,1.725,2.187,6.0,2.8,1.7,2.038,6.0,2.6,1.706,2.213,5.8,3.0,1.672,2.18,5.8,3.0,1.625,2.336,6.0,3.0,1.981,2.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2.989,1.975,1.936,7.992,2.989,1.878,2.062,7.986,2.988,1.876,2.068,7.986,3.205,2.167,1.641,8.052,4.373,2.083,3.708,7.682,5.602,1.82,5.198,3.456,5.574,1.901,3.515,2.4,5.798,2.6,2.941,2.097,5.7,2.9,1.559,2.336,5.75,2.9,1.64,2.225,5.75,2.9,1.484,2.178,5.7,2.83,1.479,2.074,5.75,2.6,1.68,2.296,5.7,3.0,1.703,2.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,5.24,0.228,2.531,4.128,5.01,0.658,2.085,4.084,5.238,1.985,1.577,4.519,4.441,2.244,0.995,3.506,5.074,1.836,2.25,2.856,5.277,1.919,2.175,2.665,5.439,1.9,1.41,2.504,5.733,2.6,2.263,2.113,5.6,3.0,1.58,2.302,5.6,3.0,1.615,2.232,5.6,3.0,1.375,2.186,5.53,2.98,1.388,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4.642,0.97,2.725,2.907,4.16,1.691,1.475,2.759,4.481,2.191,1.063,2.318,4.498,1.863,1.207,2.232,5.087,1.976,1.438,2.258,5.247,2.0,1.7,2.598,5.273,2.0,1.481,2.483,5.646,2.6,1.901,2.175,5.5,3.0,1.62,2.285,5.5,3.0,1.565,2.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4.086,1.993,1.881,2.0,4.117,2.164,1.818,2.433,4.08,2.2,1.761,2.104,4.633,2.0,1.761,2.044,4.968,2.0,1.681,2.004,5.113,2.0,1.7,2.499,5.121,2.0,1.607,2.373,5.494,2.6,1.831,2.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,3.77,1.951,2.028,2.059,4.071,2.222,2.064,2.155,3.958,2.2,2.052,1.997,4.602,2.0,2.052,2.014,4.922,2.0,1.7,1.97,4.934,2.0,1.7,2.336,4.863,2.0,1.61,2.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,3.577,1.951,2.12,2.1,3.663,2.222,2.12,2.056,3.62,2.2,2.12,2.012,4.628,2.0,1.855,2.044,4.784,2.0,1.7,2.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,3.38,1.951,2.122,2.117,3.38,2.222,2.122,2.132,3.437,2.2,2.122,2.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,3.306,1.951,2.122,2.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
